305,3,1,화 24 36,103
310,3,1,금 24 36,98
321,3,1,목 18 23,43
321,3,1,목 24 36,33
321,3,1,목 8 16,42
321,3,1,수 24 36,30
321,3,1,수 6 11,36
321,3,1,월 32 36,11
321,3,1,월 8 16,41
321,3,1,화 18 23,43
321,3,1,화 8 12,42
305,3,2,금 12 24,104
305,3,2,금 24 36,89
305,3,2,목 0 5,99
305,3,2,목 6 11,72
305,3,2,화 0 5,99
305,3,2,화 6 11,72
310,3,2,금 12 16,17
310,3,2,목 18 23,100
310,3,2,목 24 29,80
310,3,2,목 6 11,64
310,3,2,수 0 5,98
310,3,2,수 12 17,97
310,3,2,수 18 23,100
310,3,2,수 24 29,100
310,3,2,수 6 11,100
310,3,2,월 0 5,98
310,3,2,월 12 17,97
310,3,2,월 18 23,100
310,3,2,월 24 29,100
310,3,2,월 6 11,100
310,3,2,토 0 12,0
310,3,2,토 20 32,0
310,3,2,화 18 23,100
310,3,2,화 24 29,80
310,3,2,화 6 11,64
311,3,2,목 18 23,39
311,3,2,목 24 29,84
311,3,2,수 0 5,80
311,3,2,수 12 16,18
311,3,2,수 18 23,84
311,3,2,수 24 36,29
311,3,2,수 6 11,60
311,3,2,월 0 5,80
311,3,2,월 12 16,17
311,3,2,월 18 23,84
311,3,2,월 6 11,60
311,3,2,토 0 12,64
311,3,2,토 16 28,74
311,3,2,토 28 40,62
311,3,2,화 18 23,39
311,3,2,화 24 29,84
312,3,2,금 0 12,0
312,3,2,금 36 40,11
312,3,2,목 0 12,0
312,3,2,목 16 32,24
312,3,2,수 0 8,72
312,3,2,수 16 20,14
312,3,2,수 24 28,54
312,3,2,수 8 12,97
312,3,2,월 0 8,58
312,3,2,월 16 24,14
312,3,2,월 24 32,54
312,3,2,월 32 36,11
312,3,2,월 8 16,97
312,3,2,토 0 12,46
312,3,2,토 12 24,0
312,3,2,화 0 8,72
312,3,2,화 32 40,83
312,3,2,화 8 16,16
315,3,2,금 36 40,11
315,3,2,목 12 16,60
315,3,2,목 16 24,49
315,3,2,목 28 32,66
315,3,2,목 4 8,49
315,3,2,수 0 4,0
315,3,2,수 16 24,63
315,3,2,수 24 28,50
315,3,2,수 4 8,58
315,3,2,수 8 16,51
315,3,2,월 0 8,0
315,3,2,월 12 16,51
315,3,2,월 16 20,49
315,3,2,월 20 24,63
315,3,2,월 24 32,50
315,3,2,월 32 36,11
315,3,2,토 12 24,48
315,3,2,토 24 36,0
315,3,2,화 0 8,49
315,3,2,화 20 24,49
315,3,2,화 24 32,66
315,3,2,화 8 16,60
316,3,2,금 0 12,0
316,3,2,목 16 24,59
316,3,2,목 24 29,27
316,3,2,목 4 8,42
316,3,2,목 8 12,60
316,3,2,수 0 8,54
316,3,2,수 12 16,66
316,3,2,수 16 24,17
316,3,2,수 24 36,47
316,3,2,수 8 12,74
316,3,2,월 0 4,54
316,3,2,월 20 24,17
316,3,2,월 24 36,53
316,3,2,월 8 16,66
316,3,2,토 0 12,0
316,3,2,토 16 24,69
316,3,2,화 0 8,42
316,3,2,화 20 24,59
316,3,2,화 24 29,27
316,3,2,화 8 16,60
305,3,3,월 40 52,268
310,3,3,목 0 5,99
310,3,3,화 0 5,99
311,3,3,목 6 11,84
311,3,3,화 6 11,84
312,3,3,금 12 24,80
321,3,3,금 24 36,28
321,3,3,화 24 36,36
419,4,1,금 0 12,32
419,4,1,금 12 24,0
419,4,1,목 16 24,70
419,4,1,목 24 32,68
419,4,1,목 6 11,40
419,4,1,수 0 5,54
419,4,1,수 18 23,46
419,4,1,수 24 29,55
419,4,1,수 6 11,21
419,4,1,월 0 5,54
419,4,1,월 18 23,46
419,4,1,월 24 29,55
419,4,1,월 32 36,13
419,4,1,월 6 11,21
419,4,1,토 0 8,0
419,4,1,토 32 40,68
419,4,1,화 16 24,68
419,4,1,화 24 36,27
419,4,1,화 6 11,40
420,4,1,목 18 23,71
420,4,1,목 24 36,38
420,4,1,목 6 11,67
420,4,1,수 18 23,54
420,4,1,수 24 36,48
420,4,1,수 6 11,62
420,4,1,월 18 23,54
420,4,1,월 24 36,57
420,4,1,월 6 11,62
420,4,1,토 16 28,80
420,4,1,토 28 40,0
420,4,1,토 28 40,52
420,4,1,토 8 16,0
420,4,1,화 18 23,71
420,4,1,화 24 36,94
420,4,1,화 6 11,67
421,4,1,금 0 12,8
421,4,1,목 12 16,16
421,4,1,목 16 24,14
421,4,1,목 24 36,16
421,4,1,수 0 16,0
421,4,1,수 24 29,28
421,4,1,수 32 44,30
421,4,1,월 24 29,28
421,4,1,월 32 36,11
422,4,1,금 16 20,24
422,4,1,수 0 5,19
422,4,1,수 16 24,24
422,4,1,수 24 36,17
422,4,1,수 8 12,25
422,4,1,월 0 5,19
422,4,1,월 24 36,14
422,4,1,월 8 16,25
422,4,1,화 24 36,21
